name,confidence,tags
Scyfion Glenburgie 2008 Beykush Wine Cask Finished,low,floral|honey|fruity
Scyfion Secret Speyside 2003 Grappa Cask,low,fruity|nutty|oak
Seagram's Royal Stag Deluxe,low,caramel|vanilla|honey
Secret Orkney Lacryma Christi,low,fruity|honey|oak
Secret Orkney Madera,low,fruity|nutty|oak
Secret Orkney Refill Sherry,low,sherry|fruity|oak
Sexton,high,sherry|fruity|vanilla|oak
Shackleton,low,honey|vanilla|smoky
Shefford Manor Old,unknown,
Shenk's Homestead Sour Mash,low,caramel|vanilla|spicy
Shinobu,low,fruity|floral|oak
Shinobu Mizunara,low,fruity|oak|spicy
Sierra Norte Black Corn Single Barrel Mexican,low,nutty|caramel|oak
Sierra Norte White Corn Single Barrel Mexican,low,vanilla|honey|floral
Sierra Norte Yellow Corn Single Barrel Mexican,low,caramel|vanilla|oak
Signatory Ardbeg Symington's Choice 1991,high,peated|smoky|maritime|oak
Signatory Ardmore 100 Proof,low,peated|spicy|oak
Signatory Ardmore Unchillfiltered,low,peated|spicy|honey
Signatory Ben Nevis 100 Proof Heavily Peated,high,peated|smoky|oak
Signatory Ben Nevis Unchillfiltered,low,fruity|nutty|oak
Signatory Benrinnes 100 Proof,low,sherry|nutty|oak
Signatory Blair Athol Cask Strength,low,sherry|honey|oak
Signatory Caol Ila 100 Proof,high,peated|maritime|citrus
Signatory Caol Ila Cask Strength,high,peated|maritime|oak
Signatory Caperdonich Cask Strength,low,fruity|floral|oak
Signatory Edradour Unchillfiltered,low,sherry|fruity|oak
Signatory Glenallachie Small Batch,low,sherry|nutty|fruity
Signatory Glenlivet Cask Strength,high,floral|fruity|honey
Signatory Glen Ord 100 Proof,low,nutty|sherry|spicy
Signatory Glen Ord Cask Strength,low,nutty|spicy|oak
Signatory Glentauchers 100 Proof,low,fruity|floral|honey
Signatory Inchgower 100 Proof,low,maritime|spicy|oak
Signatory Inchgower Cask Strength,low,maritime|spicy|nutty
Signatory Ledaig 100 Proof,high,peated|smoky|honey
Signatory Linkwood 100 Proof,low,floral|citrus|oak
Signatory Macallan Symington's Choice 1997,high,sherry|fruity|oak|chocolate
Signatory Macduff 100 Proof,low,nutty|oak|spicy
Signatory Mortlach Symington's Choice 2008,low,sherry|nutty|oak|spicy
Signatory North British Unchillfiltered,low,vanilla|caramel|oak
Signatory Orkney Cask Strength,low,honey|floral|oak
Signatory Orkney (HP) 100 Proof,high,peated|honey|floral|oak
Signatory Port Dundas Unchillfiltered,low,vanilla|honey|oak
Signatory Speyside (M) Small Batch,low,fruity|honey
Signatory Speyside (TAM) Small Batch,low,floral|fruity|oak
Signatory Springbank Symington's Choice 1989,high,peated|maritime|fruity|oak
Signatory Staoisha Unchillfiltered,low,peated|maritime|nutty
Signatory Teaninich Unchillfiltered,low,citrus|floral|oak
Signatory Unnamed Orkney,low,honey|floral|vanilla
Signatory Unnamed Speyside,low,fruity|caramel|oak
Single Barrel Jack Daniel's,high,caramel|vanilla|spicy|oak
Singleton of Dufftown Malt Master's Selection,high,honey|chocolate|fruity|oak
Singleton of Glen Ord,high,nutty|spicy|fruity|oak
Sir Park,unknown,
Sir Pitterson,unknown,
Sir Pitterson Premium,unknown,
Skrewball Peanut Butter,high,nutty|caramel|vanilla
Slaur Sardet Glen Scanlan,unknown,
Slaur Sardet River Queen,unknown,
Smokehead,high,peated|smoky|maritime|spicy
Smokehead High Voltage,high,peated|smoky|maritime
Smokehead Rum Cask Rebel,high,peated|smoky|fruity
Smokehead Rum Rebel,high,peated|smoky|maritime|fruity
Smokehead Rum Riot,high,peated|smoky|fruity|caramel
Smokehead Sherry Cask Blast,high,peated|smoky|sherry|oak
Smokehead Terminado Tequila Finish,high,peated|smoky|citrus|oak
Smokehead Twisted Stout,high,peated|smoky|chocolate|oak
Smokey Joe,high,peated|smoky|maritime|citrus
Smoky Black The Famous Grouse,high,peated|smoky|oak|caramel
Sober Spirits,unknown,
Speaker,unknown,
Spearhead,unknown,
Speciality Drinks Speyside Marriage of cask,low,fruity|honey
Speciality Drinks Teaninich,low,floral|citrus
Spey,low,fruity|floral
Spey Beinn Dubh,low,fruity|spicy
Speyburn,high,fruity|honey|vanilla
Speyburn Bourbon Cask,high,bourbon-cask|vanilla|honey
Speyburn Bradan Orach,high,honey|vanilla|floral
Speyburn Rum Cask Finish,low,fruity|caramel
Speyburn Speyside Burbon Cask,low,bourbon-cask|vanilla
Spey Chairman's Choice,low,fruity|sherry
Spey Fumare,high,peated|smoky|spicy
Speyside,low,fruity|floral
Spey Tenne,high,sherry|spicy|fruity
Spey Trutina,low,fruity|sherry
Spicebox Cinnamon,high,spicy|caramel|vanilla
Spicebox Pumpkin,high,spicy|caramel|vanilla
Spicebox Spiced,high,spicy|vanilla|caramel
Spice King,low,spicy|vanilla
Spice King Wemyss Malts,high,spicy|sherry|fruity
Spice Monkey,low,spicy
Spirit of Voodoo Blood Moon,unknown,
Spirit of Voodoo Mask of Death II,unknown,
Spirit of Voodoo The Dancing Cultist II,unknown,
Springbank,high,peated|maritime|fruity|oak
Stag Hunter Special Reserve,unknown,
Star&Stripes,unknown,
Starward Left-Field Australian,high,fruity|spicy|oak
Stateless,low,vanilla|caramel
Stateless Banana,high,fruity|vanilla|caramel
Stateless Banana Flavored,high,fruity|vanilla|caramel
Stateless Green Apple,high,fruity|vanilla
Stratheden Classic Selection The Lost Distillery,low,floral|honey
Stronachie,low,fruity|honey
Suntory AO,low,fruity|floral
Suntory Chita,high,vanilla|caramel|floral
Suntory Hakushu,high,smoky|citrus|floral
Suntory Hakushu Distiller's Reserve,high,smoky|fruity|citrus
Suntory Hibiki Japanese Harmony,high,floral|honey|fruity
Suntory Toki,high,fruity|honey|spicy
Suntory Toki Box,high,fruity|honey|citrus
Suntory Yamazaki,high,fruity|oak|spicy
Symington's,low,sherry|honey|spicy
Take It to the Brig,high,sherry|chocolate|oak|spicy
Talisker,high,peated|maritime|spicy|smoky
Talisker Dark Storm,high,peated|smoky|maritime|oak
Talisker Distillers Edition,high,peated|maritime|sherry|spicy
Talisker Distillers Edition 2023,high,peated|maritime|sherry|fruity
Talisker NAD Special Release 2023,low,peated|maritime|oak
Talisker Port Ruighe,high,peated|maritime|fruity|spicy
Talisker Skye,high,peated|maritime|vanilla|smoky
Talisker Special Release 2024,low,peated|maritime|spicy
Talisker Special Release 2025,low,peated|maritime|caramel
Talisker Storm,high,peated|smoky|maritime|caramel
Talisker Surge,high,peated|maritime|honey|spicy
Tamdhu,high,sherry|fruity|chocolate|spicy
Tamdhu Batch Strength,high,sherry|fruity|chocolate|oak
Tamdhu Distinction Limited Edition 02,low,sherry|chocolate
Tamnavulin,low,fruity|floral|honey
Tamnavulin Cabernet Sauvignon Cask,low,fruity|spicy
Tamnavulin Double Cask,high,fruity|honey|sherry
Tamnavulin German Pinot Noir,low,fruity|oak
Tamnavulin German Pinot Noir Cask Finish,low,fruity|spicy
Tamnavulin Grenache Cask,low,fruity|caramel
Tamnavulin Oloroso Cask,low,sherry|nutty
Tamnavulin Red Wine Cask Edition,low,fruity|oak
Tamnavulin Sauvignon Blanc Cask,low,fruity|citrus
Tamnavulin Sherry Cask,low,sherry|fruity|nutty
Tamnavulin Sherry Cask Edition,low,sherry|spicy
TBWC Aberlour Batch 8,low,sherry|honey|nutty
TBWC Allt-a-Bhainne Batch 8,low,floral|fruity
TBWC Arran,low,fruity|maritime|vanilla
TBWC Ben Nevis,low,fruity|oak|nutty
TBWC Campbeltown,low,maritime|oak|fruity
TBWC Corowa,unknown,
TBWC Dalmunach,low,fruity|citrus
TBWC Glengoyne (Batch 2),low,sherry|honey|spicy
TBWC Glen Grant,low,fruity|floral
TBWC Glenrothes,low,sherry|honey|citrus
TBWC Highland Park,low,peated|honey|floral
TBWC Speyside #8,low,fruity|honey
Teacher's,high,smoky|oak|caramel
Teacher's Highland Cream,high,smoky|honey|oak
Teaninich Bourbon Hogshead The Yellow Edition,low,floral|citrus|vanilla
Teaninich Flora and Fauna,low,floral|citrus
Teaninich Kokur,low,floral|fruity
Teeling,high,fruity|spicy|honey
Teeling Amber Ale,low,fruity|caramel
Teeling Belgian Ale,low,fruity|spicy
Teeling Blackpitts,high,peated|smoky|citrus
Teeling Crystal Malt,low,caramel|nutty
Teeling Dark Porter,low,chocolate|caramel
Teeling India Pale Ale,low,citrus|floral
Teeling Japanese Edition,low,spicy|oak
Teeling Rioja Wine Cask,low,fruity|spicy
Teeling Small Batch,high,fruity|honey|caramel
Teeling Stout Cask,high,chocolate|caramel|oak
Templeton Fortitude,low,vanilla|caramel
Templeton Rye,high,spicy|vanilla|caramel
Templeton Rye Barrel Strength,high,spicy|caramel|oak
Templeton Rye Finished in Tequila Casks,low,spicy|citrus
Templeton Rye Sherry Cask,low,spicy|sherry
Templeton Rye Signature Reserve,low,spicy|caramel
Templeton Rye Stout Cask,low,spicy|chocolate
Templeton Rye Stout Cask Finish,low,spicy|chocolate|caramel
Tenjaku,low,floral|fruity
Tenjaku Japan,low,floral|honey
Tenjaku Mizunara Cask,low,spicy|oak
Tenjaku Sherry Cask,low,sherry|nutty
The Ardmore Legacy,high,peated|smoky|vanilla
The Ardmore Legacy GB,high,peated|smoky|vanilla
The Balvenie Sweet Toast of American Oak,high,vanilla|caramel|honey
The Chita Suntory,high,vanilla|caramel|floral
The Classic Laddie Scottish Barley Bruichladdich,high,floral|citrus|honey
The Dalmore 2009 Vintage,low,sherry|chocolate|citrus
The Dalmore Cigar,high,sherry|chocolate|spicy
The Deacon,high,peated|smoky|citrus|fruity
The Dead Rabbit,high,vanilla|honey|caramel|spicy
The Deveron,low,fruity|floral
The English - Original,low,vanilla|spicy
The Epicurean Ruby Port Edition,high,fruity|floral|oak|caramel
The Epicurean Single Rivesaltes Wine Cask,low,fruity|floral|oak
The Epicurean Tawny Port Finish,high,fruity|nutty|caramel|oak
The Famous Grouse,high,honey|caramel|oak|fruity
The Forge,unknown,
The Forge Hibernia Distillers,unknown,
The Galtee Mountain Boy,unknown,
The Glenlee,unknown,
The Glenlivet,high,fruity|floral|honey|citrus
The Glenlivet Caribbean Reserve,high,fruity|vanilla|caramel|oak
The Glenlivet Excellence,low,fruity|floral|honey
The Glenlivet First Fill American Oak,high,vanilla|honey|oak|fruity
The Glenlivet Founder's Reserve,high,fruity|floral|honey|vanilla
The Glen Morris,unknown,
The Glen Morris Honey,low,honey|caramel
The Glen Morris Original,unknown,
The Glenturret Peated Edition,high,peated|smoky|oak|fruity
The Gospel,low,spicy|oak|caramel
The Gospel Solera Rye,low,spicy|caramel|oak
The Highland Shepherd,unknown,
The Hive,high,honey|floral|fruity
The Hive Wemyss Malts,high,honey|floral|vanilla
The Irishman,high,fruity|vanilla|honey|oak
The Irishman Caribbean Cask Finish,high,fruity|vanilla|caramel|oak
The Irishman Harvest,low,fruity|honey|vanilla
The Irishman Харвест,low,fruity|honey|vanilla
The Kinship Bunnahabhain,low,fruity|honey|oak
The Kinship Caol Ila,high,peated|smoky|maritime|citrus
The Kitchen Table Wemyss Malts,low,spicy|oak|caramel
The Kurayoshi Tottori,low,fruity|honey|oak
The Kyoto Aka-Obi Red Nishijin-ori,unknown,
The Lost Dalaruan,low,maritime|smoky|oak
The Lost Distillery Stratheden,low,fruity|floral|honey
The Lost Jericho,low,fruity|spicy|honey
The Lost Lossit,low,peated|smoky|maritime
The Lost Stratheden,low,fruity|floral|oak
The Lost Towiemore,low,fruity|vanilla|honey
The Macallan 78 Ans Red Collection,low,sherry|chocolate|oak|spicy
The Macallan A Night on Earth in Jerez de la Frontera,low,sherry|citrus|spicy|fruity
The Macallan A Night on Earth the First Light,low,honey|floral|fruity|vanilla
The Macallan Double Cask,high,vanilla|caramel|sherry|oak
The Macallan Double Cask Matured,high,caramel|vanilla|honey|oak
The Macallan M,high,sherry|chocolate|oak|nutty
The Macallan Rare Cask,high,sherry|fruity|nutty|oak
The Macallan Sherry Cask,high,sherry|caramel|fruity|chocolate
The Macallan Sherry Oak,high,sherry|chocolate|oak|fruity
The Macallan The Harmony Collection Inspired By Phoenix Honey Orchid Tea,low,honey|floral|citrus
The Macallan The Harmony Collection Vibrant Oak,low,oak|vanilla|spicy
The Macallan Triple Cask,low,vanilla|honey|oak|fruity
The Old Barrel,unknown,
The Pogues,low,honey|vanilla|fruity
The Pogues Honey,high,honey|caramel|vanilla
The Pogues Irish New Design,low,honey|vanilla|oak
The Pogues SingleMalt,low,fruity|honey|vanilla
The Pogues Streams,unknown,
The Pogues Streams Of,unknown,
The Pogues West Cork,low,honey|vanilla|fruity
The Quiet Man,low,honey|vanilla|oak
The Quiet Man Malt Amarone Finish,low,fruity|spicy|oak
The Quiet Man Marsala Cask Finish,low,fruity|nutty|caramel
The Quiet Man Selection,low,honey|vanilla|oak
The Singleton Glen Ord Special Release 2025,low,fruity|spicy|citrus
The Singleton of Dufftown,high,honey|fruity|nutty|oak
The Singleton of Dufftown Malt Master,high,honey|fruity|vanilla|oak
The Singleton of Dufftown Malt Master Selection,low,honey|nutty|oak
The Singleton of Glendullan Special Release 2023,low,fruity|vanilla|oak
The Story of Back to Black,unknown,
The Tottori Bourbon Barrel,high,bourbon-cask|vanilla|caramel|oak
The Woodsman,unknown,
The Yamazaki Distiller's Reserve,high,sherry|fruity|spicy|oak
Thin Lizzy,low,honey|vanilla|oak
Three Ships,low,fruity|spicy|oak
Tobermory,high,maritime|fruity|oak|citrus
Tobermory 1st Fill Allier,low,fruity|oak|spicy
Tobermory Oloroso Cask Finish,high,sherry|fruity|chocolate|oak
Tobermory Vintage 1996,low,maritime|fruity|oak
Togouchi,high,honey|vanilla|oak
Togouchi Kiwami,low,honey|vanilla|caramel
Togouchi Peated,high,peated|smoky|oak
Togouchi Premium,low,honey|vanilla|oak
Togouchi Sake Cask Finish,low,fruity|floral|vanilla
Tokinoka Black,low,fruity|floral|vanilla
Tomatin,high,fruity|honey|vanilla|oak
Tomatin Cask Strength,low,fruity|spicy|oak|honey
Tomatin Cu Bocan,high,peated|smoky|fruity|spicy
Tomatin Cu Bocan Creation #5 Colombian Andean Oak Casks,low,peated|smoky|oak|spicy
Tomatin Cu Bocan Creation #6 PX Jamaican Rum Casks,low,peated|sherry|caramel|fruity
Tomatin Cu Bocan Signature,high,peated|smoky|spicy|fruity
Tomatin Distillery Double Cask,high,vanilla|sherry|honey|oak
Tomatin Distillery Tomatin,high,fruity|honey|vanilla|oak
Tomatin Distillery Tomatin Cu Bocan Signature,high,peated|smoky|spicy
Tomatin Distillery Tomatin Sherry Cask,high,sherry|fruity|oak|caramel
Tomatin Double Cask,high,vanilla|sherry|honey|oak
Tomatin Italian Collection Amarone Casks,low,fruity|spicy|oak
Tomatin Italian Collection Barolo Casks,low,fruity|oak|spicy
Tomatin Italian Collection Marsala Casks,low,nutty|caramel|fruity
Tomatin Legacy,high,honey|vanilla|fruity|oak
Tomatin Sherry Cask,high,sherry|caramel|fruity|oak
Tomatin Sherry Collection Manzanilla Edition,low,sherry|citrus|nutty
Tomatin Sherry Collection Palo Cortado Edition,low,sherry|nutty|fruity
Tomatin Sherry Collection Pedro Ximenez Edition,low,sherry|chocolate|caramel|fruity
Tomatin Small Batch,low,vanilla|honey|oak
Tomatin Talisman,low,sherry|fruity|oak
Tomatin Talisman Blend,low,sherry|honey|oak
Tomatin Vintage 1990,low,sherry|fruity|honey|oak
Tomatin Year Of The Horse 2011,low,fruity|honey|oak|spicy
Tomintoul,high,floral|fruity|honey|vanilla
Tomintoul Cognac Cask Finish 2009,low,fruity|floral|oak
Tomintoul Peaty,high,peated|smoky|honey
Tomintoul Vintage 1989,low,fruity|honey|oak
Torabhaig Allt Gleann,low,peated|smoky|maritime
Torabhaig Legacy Series Sound of Sleat,low,peated|maritime|spicy
Torabhaig Taigh,low,peated|smoky|citrus
Torabhaig The Legacy,low,peated|smoky|oak
Torabhaig The Legacy Series 2017,low,peated|maritime|oak
Tormore 1988 - The First Edition Author's Series Charles Baudelaire,low,floral|fruity|honey
Tormore Connoisseurs Choice 1991 Gordon&MacPhail,low,fruity|honey|oak
Tormore Legacy 2009 Single Cask,low,floral|fruity|oak
Tottori,low,fruity|honey|oak
Tottori Barell,high,bourbon-cask|vanilla|caramel|oak
Tottori Barell Matsui Distillery,high,bourbon-cask|vanilla|caramel
Towiemore Classic Selection The Lost Distillery,low,fruity|honey|vanilla
Towiemore Vintage Selection The Lost Distillery,low,fruity|vanilla|oak
Town Branch,low,spicy|caramel|oak
Triple Wood Grant's,high,vanilla|honey|oak|caramel
Tullamore Dew,high,honey|vanilla|fruity|oak
Tullamore Dew Caribbean Rum Cask Finish,high,fruity|vanilla|caramel|oak
Tullamore Dew Original,high,honey|fruity|oak
Tullamore Dew Special Reserve,high,honey|vanilla|oak|caramel
Tullibardine,low,honey|vanilla|oak|fruity
Tullibardine Burgundy Finish,high,fruity|spicy|oak|vanilla
Tullibardine Burgundy Finish 228,high,fruity|spicy|oak|vanilla
Tullibardine Sauternes Finish,high,honey|fruity|floral|vanilla
Tullibardine Sauternes Finish 225,high,honey|fruity|floral|vanilla
Tullibardine Sherry Cask Finish 500,high,sherry|fruity|chocolate|oak
Tullibardine Sherry Finish,high,sherry|fruity|spicy|oak
Tullibardine Sherry Finish 500,high,sherry|fruity|oak|chocolate
Tullibardine Sovereign,high,bourbon-cask|vanilla|honey|oak
Tullibardine The Murray,low,fruity|oak
Tullibardine The Murray Triple Port,high,fruity|spicy|oak|chocolate
Tullibardine Vintage 1991,low,sherry|oak|fruity
Tyrconnell,high,bourbon-cask|fruity|floral|vanilla
Tyrconnell Port,high,fruity|spicy|oak|vanilla
Undone No.3 American Blend Not,unknown,
Vat 69,high,honey|vanilla|oak|fruity
Velvet Fig Wemyss Malts,high,fruity|sherry|spicy|oak
Vulson Old Rhino Rye Spirit Organic,unknown,
Vulson Rhino's Pastoral,unknown,
Wemyss Malts Peat Chimney,high,peated|smoky|maritime|oak
Wemyss Malts Spice King,high,spicy|oak|fruity|vanilla
Wemyss Malts The Hive,high,honey|floral|vanilla|fruity
West Cork,low,fruity|vanilla|oak
West Cork Black Cask,high,caramel|vanilla|oak|spicy
West Cork Bourbon Cask,high,bourbon-cask|vanilla|honey|oak
West Cork Calvados Cask Finished,high,fruity|spicy|oak|vanilla
West Cork Glengariff Bog Oak,low,oak|spicy|vanilla
West Cork Glengariff Peat Charred,low,smoky|oak|spicy
West Cork Glengarriff Bog Oak Charred Cask,low,oak|spicy|vanilla
West Cork Glengarriff Peat Charred,low,smoky|oak|spicy
West Cork Glengarriff Peat Charred Cask,low,smoky|oak|spicy
West Cork Glengarriff Series Bog Oak Charred Cask,low,oak|spicy|vanilla
West Cork IPA Cask,low,citrus|floral|spicy
West Cork Maritime Collection Calvados Cask,low,fruity|spicy|oak
West Cork Maritime Collection Port Cask,low,fruity|oak|spicy
West Cork Maritime Collection Rum Cask,low,honey|vanilla|caramel
West Cork Maritime Collection Sherry Cask,low,sherry|fruity|oak
West Cork Pot Still,low,spicy|oak|fruity
West Cork Rum Cask,high,honey|vanilla|caramel
West Cork Sherry Cask Finished,high,sherry|fruity|oak
West Cork Small Batch Calvados Cask,high,fruity|spicy|oak|vanilla
West Cork Small Batch Port Cask,high,fruity|oak|spicy
West Cork Small Batch Rum Cask,high,honey|vanilla|caramel
West Cork Small Batch Sherry Cask,high,sherry|fruity|oak
West Cork Small Batch Virgin Cask,high,oak|vanilla|spicy|caramel
West Cork Stout Cask,low,chocolate|caramel|spicy
Westland Garryana,high,oak|spicy|fruity|floral
WhistlePig Vermont Estate Rye,high,spicy|oak|caramel|fruity
White Heather,low,honey|vanilla|oak
White Horse,high,smoky|honey|oak|vanilla
White Horse Fine Old,high,honey|smoky|oak|vanilla
Whyte & Mackay,high,sherry|chocolate|spicy|oak
Whyte & Mackay John Barr,low,honey|oak|vanilla
Whyte & Mackay John Barr Reserve,low,honey|oak|caramel|vanilla
Whyte & Mackay Special,high,sherry|chocolate|oak|spicy
Whyte&Mackey,low,honey|oak|vanilla
Widow Jane,high,vanilla|caramel|oak|spicy
Widow Jane Rye Mash Oak & Apple Wood Aged,low,fruity|spicy|oak
Wild North,unknown,
Wild Turkey,high,spicy|caramel|vanilla|oak
Wild Turkey 101,high,spicy|caramel|oak|vanilla
Wild Turkey 101 Proof,high,caramel|spicy|vanilla|oak
Wild Turkey 81,high,vanilla|honey|caramel|oak
Wild Turkey Kentucky Spir,high,spicy|caramel|oak|nutty
Wild Turkey Kentucky Spirit,high,spicy|caramel|oak|nutty
Wild Turkey Longbranch,high,vanilla|caramel|oak|spicy
Wild Turkey Rare Breed,high,spicy|oak|caramel|nutty
Wild Turkey + Wild Turkey 101,high,caramel|vanilla|spicy|oak
Willett Pot Still Reserve,high,spicy|caramel|oak|vanilla
William Lawson's,high,honey|vanilla|oak|caramel
William Lawson's Super Spiced,high,honey|vanilla|caramel|spicy
William Peel,low,honey|vanilla|oak
William Peel Double Maturation,low,honey|vanilla|caramel|oak
William Peel Sweet Honey,high,honey|vanilla|caramel
Wilson,low,honey|oak|vanilla
Wilson&Ford,unknown,
Wilson & Morgan Beathan Oloroso Finish,low,sherry|nutty|fruity
Wilson & Morgan Benrinnes PX Finish,low,sherry|fruity|chocolate
Wilson & Morgan Dailuaine Oloroso Finish,low,sherry|nutty|oak
Wilson & Morgan Glen Moray Port Cask,low,fruity|spicy|oak
Wilson & Morgan Speybridge PX Finish,low,sherry|fruity|chocolate
Wilson & Morgan Westport,unknown,
Wilton House,low,honey|oak|vanilla
Wilton House Constable's Iberica,low,sherry|fruity|oak
Wilton House Peated,high,peated|smoky|oak
Wine Wood Reserve,unknown,
Wiseman,low,vanilla|caramel|oak
Wise Salmon,unknown,
Wolfburn Langskip,high,honey|vanilla|fruity|spicy
Wolfe Tone Beara,low,fruity|oak|vanilla
Wolfe Tone Rich Blend Beara,low,fruity|oak|caramel
Woodford Reserve,high,caramel|vanilla|spicy|oak
Woodford Reserve Baccarat Edition,high,caramel|vanilla|spicy|oak
Woodford Резерв,high,caramel|vanilla|oak|spicy
World Blend,unknown,
Wormtub,low,oak|fruity|spicy
Wormtub Single Cask - Batch 6,low,oak|fruity|spicy
Writers Tears,high,fruity|honey|vanilla|floral
Writers Tears Cask Strenght,high,fruity|spicy|honey|oak
Writers Tear's Double Oak,high,oak|vanilla|fruity|spicy
Writers Tears Ice Wine Cask Finish,high,fruity|honey|floral|vanilla
Writers Tear's Irish Miniatures,high,fruity|honey|vanilla|floral
Writers Tears Marsala Cask Finish,high,fruity|nutty|spicy|oak
Writers Tears Mizunara Finish,high,spicy|floral|oak|fruity
Yamazakura Fine Blend,low,fruity|floral|honey
Yellow Edition Blair Athol 2011,low,sherry|fruity|spicy
Yellow Edition Teaninich,low,floral|citrus|oak
Yellow Spot,high,spicy|fruity|honey|oak
Yellowstone,high,caramel|vanilla|oak|spicy
Yellowstone Family Recipe Anniversary,high,caramel|nutty|oak|fruity
Yellowstone Rum Cask Finish,high,honey|caramel|fruity|vanilla
Yellowstone Select,high,vanilla|caramel|spicy|oak
Yellowstone Small Batch,high,vanilla|honey|caramel|oak
Yellowstone Toasted Staves Finish,high,oak|spicy|nutty|caramel
БІЛИЙ Aged on American Oak Chips,unknown,
БІЛИЙ Aged on Bourbon Oak Chips,unknown,
БІЛИЙ Distillate,unknown,
Віскі,unknown,
Гедоніста,unknown,
Горілка Moulin,unknown,
Дрофа&Люди Beer Pure Craft Beer Distillate,unknown,
Дрофа&Люди Білий Aged on American Oak Chips,unknown,
Дрофа&Люди Білий Aged on Bourbon Oak Chips,unknown,
Дрофа&Люди Білий Distillate,unknown,
